Distance[m]| Tid[s]| Latitude[dd.dddd]| Longitude[dd.dddd]| Højde[m]| Geoide_højde[m]| DOP| Satellitter| Fixtype| GPStid| Metode| Vcar[rad]
1410.000000000| 206.226950000| 55.643617858| 12.644547004| 2.400000095| 38.200000763| 0.600000024| 17| 1| 160844.000000000| 0| -0.258178055
1420.000000000| 207.000320000| 55.643704205| 12.644506939| 2.299999952| 38.200000763| 0.600000024| 17| 1| 160845.000000000| 0| -0.255150467
1430.000000000| 207.772600000| 55.643791074| 12.644466978| 2.200000048| 38.200000763| 0.600000024| 17| 1| 160846.000000000| 0| -0.252721667
1440.000000000| 208.545350000| 55.643878411| 12.644427004| 2.200000048| 38.200000763| 0.600000024| 17| 1| 160847.000000000| 0| -0.259829491
1450.000000000| 209.318350000| 55.643964724| 12.644387081| 2.200000048| 38.200000763| 0.600000024| 17| 1| 160847.000000000| 0| -0.249806345
1460.000000000| 210.092510000| 55.644051223| 12.644348194| 2.200000048| 38.200000763| 0.600000024| 17| 1| 160848.000000000| 0| -0.246527627
1470.000000000| 210.869130000| 55.644138635| 12.644310862| 2.099999905| 38.200000763| 0.600000024| 17| 1| 160849.000000000| 0| -0.229385018
1480.000000000| 211.649150000| 55.644226693| 12.644273721| 2.099999905| 38.200000763| 0.600000024| 17| 1| 160850.000000000| 0| -0.247817904
1490.000000000| 212.423920000| 55.644313185| 12.644235103| 2.099999905| 38.200000763| 0.600000024| 17| 1| 160850.000000000| 0| -0.247334033
1500.000000000| 213.199880000| 55.644401128| 12.644197660| 2.099999905| 38.200000763| 0.600000024| 17| 1| 160851.000000000| 0| -0.237257242
1510.000000000| 213.974600000| 55.644488900| 12.644160216| 2.200000048| 38.200000763| 0.600000024| 17| 1| 160852.000000000| 0| -0.235565633
1520.000000000| 214.748270000| 55.644576560| 12.644122757| 2.200000048| 38.200000763| 0.600000024| 17| 1| 160853.000000000| 0| -0.236415610
1530.000000000| 215.521050000| 55.644664020| 12.644085544| 2.099999905| 38.200000763| 0.600000024| 17| 1| 160854.000000000| 0| -0.231037259
1540.000000000| 216.294140000| 55.644750356| 12.644049504| 2.099999905| 38.200000763| 0.600000024| 17| 1| 160854.000000000| 0| -0.232030094
1550.000000000| 217.066720000| 55.644837664| 12.644011204| 2.099999905| 38.200000763| 0.600000024| 17| 1| 160855.000000000| 0| -0.243668929
1560.000000000| 217.838690000| 55.644925123| 12.643974383| 2.099999905| 38.200000763| 0.600000024| 17| 1| 160856.000000000| 0| -0.221455440
