,speed_gm,times
55639,43.96,1621498256.72
55640,44.0,1621498256.74
55641,44.04,1621498256.76
55642,44.06,1621498256.78
55643,42.76,1621498256.789
55644,44.1,1621498256.8
55645,42.83,1621498256.81
55646,44.11,1621498256.82
55647,44.15,1621498256.84
55648,44.19,1621498256.86
55649,44.23,1621498256.88
55650,44.25,1621498256.9
55651,44.28,1621498256.92
55652,44.31,1621498256.94
55653,44.33,1621498256.96
55654,44.37,1621498256.98
55655,44.59,1621498257.1
55656,44.4,1621498257.1169999
55657,44.66,1621498257.12
55658,44.71,1621498257.14
55659,44.74,1621498257.16
55660,44.8,1621498257.18
55661,44.84,1621498257.2
55662,44.43,1621498257.206
55663,44.87,1621498257.22
55664,44.92,1621498257.24
55665,44.92,1621498257.26
55666,44.95,1621498257.28
55667,44.96,1621498257.3
55668,45.0,1621498257.3219998
55669,45.0,1621498257.34
55670,44.98,1621498257.36
55671,45.01,1621498257.392
55672,45.04,1621498257.4
55673,44.47,1621498257.407
55674,45.03,1621498257.42
55675,45.05,1621498257.44
55676,45.06,1621498257.46
55677,45.06,1621498257.48
55678,45.08,1621498257.5
55679,45.12,1621498257.52
55680,45.13,1621498257.54
55681,45.14,1621498257.56
55682,45.15,1621498257.58
55683,45.14,1621498257.6
55684,45.14,1621498257.62
55685,44.51,1621498257.627
55686,45.15,1621498257.64
55687,45.17,1621498257.66
55688,45.18,1621498257.68
55689,45.18,1621498257.7
55690,45.21,1621498257.72
55691,45.22,1621498257.74
55692,45.25,1621498257.76
55693,45.28,1621498257.78
55694,45.28,1621498257.8
55695,44.56,1621498257.8070002
55696,45.31,1621498257.82
55697,45.31,1621498257.84
55698,45.34,1621498257.86
55699,45.31,1621498257.88
55700,45.34,1621498257.9
55701,45.37,1621498257.92
55702,45.37,1621498257.94
55703,45.38,1621498257.962
55704,45.37,1621498257.98
55705,45.53,1621498258.1
55706,45.56,1621498258.12
55707,45.58,1621498258.14
55708,45.62,1621498258.16
55709,45.65,1621498258.18
55710,45.66,1621498258.2
55711,45.44,1621498258.206
55712,45.68,1621498258.22
55713,45.7,1621498258.2419999
55714,45.74,1621498258.261
55715,45.73,1621498258.28
55716,45.72,1621498258.302
55717,45.75,1621498258.32
55718,45.77,1621498258.34
55719,45.8,1621498258.36
55720,45.81,1621498258.38
55721,45.83,1621498258.4
55722,45.43,1621498258.4060001
55723,45.86,1621498258.42
55724,45.87,1621498258.44
55725,45.91,1621498258.46
55726,45.9,1621498258.48
55727,45.94,1621498258.5
55728,45.97,1621498258.52
55729,46.01,1621498258.54
55730,46.05,1621498258.56
55731,45.39,1621498258.569
55732,46.08,1621498258.58
55733,46.1,1621498258.6
55734,45.45,1621498258.605
55735,46.14,1621498258.62
55736,46.18,1621498258.64
55737,46.22,1621498258.66
55738,46.25,1621498258.68
55739,46.31,1621498258.7
55740,46.35,1621498258.72
55741,46.38,1621498258.742
55742,46.41,1621498258.76
55743,46.46,1621498258.78
55744,46.46,1621498258.8
55745,45.48,1621498258.8049998
55746,46.48,1621498258.82
55747,46.5,1621498258.84
55748,46.55,1621498258.86
55749,46.56,1621498258.88
55750,46.57,1621498258.9
55751,46.6,1621498258.921
55752,46.61,1621498258.94
55753,46.65,1621498258.96
55754,46.69,1621498258.981
55755,46.92,1621498259.1
55756,46.93,1621498259.12
55757,47.0,1621498259.14
55758,47.02,1621498259.16
55759,47.07,1621498259.18
55760,47.03,1621498259.2
55761,46.77,1621498259.212
55762,47.07,1621498259.22
55763,47.14,1621498259.24
55764,47.13,1621498259.26
55765,47.17,1621498259.28
55766,47.19,1621498259.3
55767,47.18,1621498259.32
55768,47.19,1621498259.34
55769,47.2,1621498259.36
55770,47.21,1621498259.38
55771,47.27,1621498259.4
55772,46.79,1621498259.404
55773,47.35,1621498259.42
55774,47.4,1621498259.44
55775,47.31,1621498259.46
55776,47.48,1621498259.48
55777,46.76,1621498259.4910002
55778,47.56,1621498259.5
55779,47.43,1621498259.52
55780,47.5,1621498259.54
55781,47.52,1621498259.56
55782,47.54,1621498259.58
55783,47.56,1621498259.6
55784,46.83,1621498259.604
55785,47.55,1621498259.62
55786,47.58,1621498259.64
55787,47.63,1621498259.66
55788,47.6,1621498259.68
55789,47.57,1621498259.707
55790,47.68,1621498259.72
55791,47.69,1621498259.74
55792,47.71,1621498259.76
55793,47.73,1621498259.78
55794,47.74,1621498259.8
55795,47.77,1621498259.82
55796,46.87,1621498259.833
55797,47.78,1621498259.84
55798,47.82,1621498259.86
55799,47.84,1621498259.88
55800,47.86,1621498259.9
55801,47.88,1621498259.92
55802,47.88,1621498259.94
55803,47.89,1621498259.96
55804,47.93,1621498259.98
55805,48.09,1621498260.1
55806,48.11,1621498260.12
55807,48.07,1621498260.14
55808,48.08,1621498260.16
55809,48.1,1621498260.18
55810,48.11,1621498260.2
55811,48.13,1621498260.22
55812,48.0,1621498260.227
55813,48.15,1621498260.24
55814,48.24,1621498260.26
55815,48.3,1621498260.28
55816,48.3,1621498260.3
55817,48.29,1621498260.3209999
55818,48.35,1621498260.34
55819,48.38,1621498260.36
55820,48.34,1621498260.38
55821,48.39,1621498260.4
55822,48.0,1621498260.404
55823,48.43,1621498260.42
55824,48.44,1621498260.44
55825,48.46,1621498260.46
55826,48.52,1621498260.48
55827,48.56,1621498260.5
55828,48.43,1621498260.52
55829,48.49,1621498260.541
55830,47.96,1621498260.551
55831,48.6,1621498260.56
55832,48.63,1621498260.58
55833,48.61,1621498260.6019998
55834,47.93,1621498260.605
55835,48.61,1621498260.62
55836,48.64,1621498260.64
55837,48.65,1621498260.66
55838,48.66,1621498260.68
55839,48.66,1621498260.7
55840,48.75,1621498260.72
55841,48.8,1621498260.74
55842,48.8,1621498260.76
55843,48.88,1621498260.78
55844,48.92,1621498260.8
55845,48.02,1621498260.803
55846,48.98,1621498260.82
55847,49.01,1621498260.84
55848,48.99,1621498260.86
55849,48.99,1621498260.882
55850,49.02,1621498260.9
55851,49.06,1621498260.92
55852,49.06,1621498260.94
55853,49.05,1621498260.96
55854,49.13,1621498260.98
55855,49.34,1621498261.1
55856,49.37,1621498261.121
55857,49.42,1621498261.14
55858,49.44,1621498261.16
55859,49.44,1621498261.18
55860,49.51,1621498261.2
55861,49.22,1621498261.202
55862,49.49,1621498261.22
55863,49.52,1621498261.24
55864,49.15,1621498261.2540002
55865,49.57,1621498261.26
55866,49.58,1621498261.28
55867,49.6,1621498261.3
55868,49.61,1621498261.32
55869,49.64,1621498261.34
55870,49.65,1621498261.36
55871,49.7,1621498261.38
55872,49.74,1621498261.4
55873,49.2,1621498261.403
55874,49.78,1621498261.42
55875,49.81,1621498261.44
55876,49.84,1621498261.46
55877,49.85,1621498261.48
55878,49.87,1621498261.5
55879,49.92,1621498261.52
55880,49.94,1621498261.54
55881,49.99,1621498261.56
55882,50.02,1621498261.58
55883,50.06,1621498261.6
55884,49.23,1621498261.6019998
55885,50.08,1621498261.62
55886,50.13,1621498261.64
55887,50.16,1621498261.66
55888,50.18,1621498261.68
55889,50.25,1621498261.7
55890,50.21,1621498261.72
55891,50.25,1621498261.744
55892,50.29,1621498261.76
55893,50.29,1621498261.78
55894,50.28,1621498261.8
55895,49.27,1621498261.8019998
55896,50.33,1621498261.82
55897,50.35,1621498261.84
55898,50.34,1621498261.86
55899,50.36,1621498261.88
55900,50.39,1621498261.9
55901,50.43,1621498261.92
55902,50.44,1621498261.94
55903,50.45,1621498261.96
55904,50.45,1621498261.98
55905,50.46,1621498262.1
55906,50.41,1621498262.12
55907,50.46,1621498262.1230001
55908,50.43,1621498262.14
55909,50.43,1621498262.16
55910,50.37,1621498262.18
55911,50.43,1621498262.2
55912,50.44,1621498262.201
55913,50.39,1621498262.22
55914,50.39,1621498262.24
55915,50.47,1621498262.26
55916,50.36,1621498262.28
55917,50.27,1621498262.3
55918,50.31,1621498262.3219998
55919,50.25,1621498262.34
55920,50.24,1621498262.36
55921,50.26,1621498262.38
55922,50.21,1621498262.4
55923,50.44,1621498262.402
55924,50.21,1621498262.42
55925,50.18,1621498262.44
55926,50.18,1621498262.46
55927,50.09,1621498262.48
55928,50.06,1621498262.5
55929,50.06,1621498262.52
55930,50.02,1621498262.54
55931,49.98,1621498262.56
55932,49.91,1621498262.58
55933,49.85,1621498262.6
55934,50.46,1621498262.6060002
55935,49.87,1621498262.62
55936,49.87,1621498262.64
55937,49.77,1621498262.66
55938,49.72,1621498262.68
55939,49.7,1621498262.7
55940,49.7,1621498262.72
55941,49.75,1621498262.74
55942,49.75,1621498262.76
55943,49.7,1621498262.78
55944,49.69,1621498262.8
55945,49.66,1621498262.82
55946,49.63,1621498262.84
55947,49.6,1621498262.86
55948,50.46,1621498262.8620002
55949,49.55,1621498262.88
55950,49.51,1621498262.9
55951,49.45,1621498262.922
55952,49.41,1621498262.94
55953,49.36,1621498262.96
55954,49.25,1621498262.98
55955,49.12,1621498263.1
55956,49.08,1621498263.12
55957,49.11,1621498263.14
55958,49.11,1621498263.16
55959,49.06,1621498263.18
55960,49.08,1621498263.2
55961,49.21,1621498263.2129998
55962,49.11,1621498263.22
55963,49.09,1621498263.24
55964,49.07,1621498263.26
55965,49.08,1621498263.28
55966,49.1,1621498263.3
55967,49.12,1621498263.3209999
55968,49.06,1621498263.34
55969,49.13,1621498263.359
55970,49.11,1621498263.38
55971,49.01,1621498263.4
55972,49.16,1621498263.4
55973,49.06,1621498263.42
55974,49.2,1621498263.44
55975,49.03,1621498263.46
55976,48.99,1621498263.479
55977,49.1,1621498263.499
55978,49.05,1621498263.52
55979,49.11,1621498263.54
55980,49.22,1621498263.5500002
55981,49.13,1621498263.559
55982,49.02,1621498263.582
55983,49.16,1621498263.6
55984,49.05,1621498263.6
55985,49.06,1621498263.62
55986,49.04,1621498263.64
55987,49.09,1621498263.66
55988,49.09,1621498263.68
55989,49.05,1621498263.6990001
55990,49.04,1621498263.72
55991,49.04,1621498263.74
55992,49.05,1621498263.759
55993,49.07,1621498263.779
55994,49.05,1621498263.8
55995,49.15,1621498263.8
55996,49.03,1621498263.82
55997,49.09,1621498263.839
55998,49.11,1621498263.859
55999,49.06,1621498263.88
56000,49.07,1621498263.8990002
56001,49.05,1621498263.9190001
56002,49.08,1621498263.94
56003,49.09,1621498263.959
56004,49.04,1621498263.983
56005,49.09,1621498264.1020002
56006,49.18,1621498264.119
56007,49.19,1621498264.1390002
56008,49.23,1621498264.1590002
56009,49.24,1621498264.1790001
56010,49.25,1621498264.1990001
56011,49.11,1621498264.2
56012,49.27,1621498264.22
56013,49.22,1621498264.24
56014,49.22,1621498264.259
56015,49.22,1621498264.279
56016,49.25,1621498264.3
56017,49.27,1621498264.319
56018,49.23,1621498264.339
56019,49.18,1621498264.359
56020,49.21,1621498264.379
56021,49.13,1621498264.3990002
56022,49.18,1621498264.3990002
56023,49.13,1621498264.4190001
56024,49.23,1621498264.4390001
56025,49.26,1621498264.459
56026,49.33,1621498264.479
56027,49.28,1621498264.499
56028,49.23,1621498264.519
56029,49.31,1621498264.539
56030,49.3,1621498264.5619998
56031,49.38,1621498264.579
56032,49.16,1621498264.599
56033,49.44,1621498264.599
56034,49.41,1621498264.62
56035,49.42,1621498264.6390002
56036,49.44,1621498264.6590002
56037,49.42,1621498264.6790001
56038,49.42,1621498264.6990001
56039,49.42,1621498264.719
56040,49.43,1621498264.739
56041,49.39,1621498264.759
56042,49.3,1621498264.779
56043,49.16,1621498264.799
56044,49.35,1621498264.799
56045,49.34,1621498264.82
56046,49.3,1621498264.839
56047,49.32,1621498264.859
56048,49.29,1621498264.879
56049,49.3,1621498264.8990002
56050,49.3,1621498264.9190001
56051,49.28,1621498264.9390001
56052,49.28,1621498264.96
56053,49.28,1621498264.979
56054,49.25,1621498264.999
56055,49.17,1621498264.999
56056,49.26,1621498265.127
56057,49.26,1621498265.1390002
56058,49.28,1621498265.1590002
56059,49.28,1621498265.1790001
56060,49.29,1621498265.1990001
56061,49.26,1621498265.1990001
56062,49.3,1621498265.219
56063,49.28,1621498265.239
56064,49.26,1621498265.259
56065,49.28,1621498265.279
56066,49.26,1621498265.299
56067,49.25,1621498265.32
56068,49.28,1621498265.339
56069,49.27,1621498265.359
56070,49.29,1621498265.379
56071,49.28,1621498265.3980002
56072,49.29,1621498265.3990002
56073,49.28,1621498265.4190001
56074,49.27,1621498265.44
56075,49.25,1621498265.459
56076,49.25,1621498265.479
56077,49.26,1621498265.499
56078,49.25,1621498265.519
56079,49.26,1621498265.539
56080,49.28,1621498265.559
56081,49.29,1621498265.579
56082,49.28,1621498265.598
56083,49.3,1621498265.599
56084,49.31,1621498265.619
56085,49.32,1621498265.6390002
56086,49.32,1621498265.66
56087,49.28,1621498265.6790001
56088,49.29,1621498265.7
56089,49.32,1621498265.719
56090,49.27,1621498265.739
56091,49.24,1621498265.759
56092,49.27,1621498265.779
56093,49.27,1621498265.798
56094,49.26,1621498265.799
56095,49.23,1621498265.819
56096,49.23,1621498265.839
56097,49.23,1621498265.859
56098,49.24,1621498265.879
56099,49.26,1621498265.8990002
56100,49.28,1621498265.9190001
56101,49.3,1621498265.9390001
56102,49.3,1621498265.959
56103,49.29,1621498265.979
56104,49.28,1621498265.999
56105,49.24,1621498265.999
56106,49.28,1621498266.119
56107,49.28,1621498266.1390002
56108,49.28,1621498266.1590002
56109,49.28,1621498266.1790001
56110,49.28,1621498266.197
56111,49.29,1621498266.1990001
56112,49.28,1621498266.219
56113,49.26,1621498266.239
56114,49.25,1621498266.259
56115,49.23,1621498266.279
56116,49.22,1621498266.299
56117,49.24,1621498266.319
56118,49.26,1621498266.339
56119,49.28,1621498266.359
56120,49.29,1621498266.379
56121,49.31,1621498266.3980002
56122,49.29,1621498266.3990002
56123,49.3,1621498266.4190001
56124,49.31,1621498266.4390001
56125,49.32,1621498266.459
56126,49.35,1621498266.479
56127,49.36,1621498266.499
56128,49.34,1621498266.519
56129,49.36,1621498266.539
56130,49.33,1621498266.559
56131,49.39,1621498266.579
56132,49.29,1621498266.597
56133,49.36,1621498266.599
56134,49.3,1621498266.619
56135,49.35,1621498266.6390002
56136,49.34,1621498266.6590002
56137,49.3,1621498266.6790001
56138,49.33,1621498266.6990001
56139,49.32,1621498266.719
56140,49.3,1621498266.739
56141,49.33,1621498266.759
56142,49.3,1621498266.779
56143,49.29,1621498266.797
56144,49.29,1621498266.799
56145,49.3,1621498266.819
56146,49.27,1621498266.839
56147,49.28,1621498266.859
56148,49.3,1621498266.879
56149,49.42,1621498266.8990002
56150,49.34,1621498266.9190001
56151,49.08,1621498266.9390001
56152,49.24,1621498266.959
56153,49.35,1621498266.979
56154,49.32,1621498266.997
56155,49.1,1621498266.999
56156,49.24,1621498267.119
56157,49.4,1621498267.1390002
56158,49.39,1621498267.1590002
56159,49.25,1621498267.1790001
56160,49.24,1621498267.196
56161,49.39,1621498267.1990001
56162,49.44,1621498267.219
56163,49.33,1621498267.239
56164,49.37,1621498267.26
56165,49.39,1621498267.279
56166,49.33,1621498267.299
56167,49.35,1621498267.319
56168,49.31,1621498267.339
56169,49.23,1621498267.359
56170,49.31,1621498267.379
56171,49.32,1621498267.396
56172,49.39,1621498267.3990002
56173,49.36,1621498267.4190001
56174,49.32,1621498267.4390001
56175,49.35,1621498267.459
56176,49.38,1621498267.479
56177,49.36,1621498267.499
56178,49.35,1621498267.519
56179,49.31,1621498267.539
56180,49.32,1621498267.559
56181,49.32,1621498267.579
56182,49.16,1621498267.599
56183,49.28,1621498267.599
56184,49.23,1621498267.619
56185,49.19,1621498267.6390002
56186,49.22,1621498267.6590002
56187,49.2,1621498267.6790001
56188,49.19,1621498267.6990001
56189,49.2,1621498267.719
56190,49.25,1621498267.739
56191,49.28,1621498267.759
56192,49.28,1621498267.779
56193,49.27,1621498267.796
56194,49.31,1621498267.799
56195,49.38,1621498267.819
56196,49.4,1621498267.839
56197,49.4,1621498267.859
56198,49.44,1621498267.879
56199,49.44,1621498267.8990002
56200,49.45,1621498267.9190001
56201,49.44,1621498267.9390001
56202,49.42,1621498267.959
56203,49.45,1621498267.979
56204,49.32,1621498267.996
56205,49.44,1621498267.999
56206,49.38,1621498268.119
56207,49.41,1621498268.1390002
56208,49.44,1621498268.1590002
56209,49.46,1621498268.1790001
56210,49.42,1621498268.196
56211,49.46,1621498268.1990001
56212,49.46,1621498268.219
56213,49.46,1621498268.239
56214,49.45,1621498268.259
56215,49.45,1621498268.279
56216,49.49,1621498268.299
56217,49.48,1621498268.319
56218,49.46,1621498268.339
56219,49.46,1621498268.359
56220,49.45,1621498268.379
56221,49.43,1621498268.3990002
56222,49.47,1621498268.3990002
56223,49.51,1621498268.4190001
56224,49.52,1621498268.4390001
56225,49.54,1621498268.459
56226,49.56,1621498268.479
56227,49.56,1621498268.499
56228,49.56,1621498268.519
56229,49.57,1621498268.539
56230,49.58,1621498268.572
56231,49.59,1621498268.579
56232,49.42,1621498268.595
56233,49.44,1621498268.599
56234,49.56,1621498268.619
56235,49.63,1621498268.6390002
56236,49.43,1621498268.6590002
56237,49.44,1621498268.682
56238,49.53,1621498268.6990001
56239,49.42,1621498268.719
56240,49.42,1621498268.739
56241,49.46,1621498268.759
56242,49.41,1621498268.779
56243,49.42,1621498268.795
56244,49.46,1621498268.799
56245,49.46,1621498268.819
56246,49.42,1621498268.839
56247,49.49,1621498268.859
56248,49.46,1621498268.879
56249,49.48,1621498268.8990002
56250,49.49,1621498268.9190001
56251,49.46,1621498268.9390001
56252,49.51,1621498268.959
56253,49.49,1621498268.979
56254,49.41,1621498268.9950001
56255,49.46,1621498268.999
56256,49.37,1621498269.119
56257,49.34,1621498269.1390002
56258,49.35,1621498269.1590002
56259,49.24,1621498269.1790001
56260,49.41,1621498269.1980002
56261,49.22,1621498269.1990001
56262,49.22,1621498269.219
56263,49.06,1621498269.239
56264,49.0,1621498269.259
56265,49.01,1621498269.279
56266,48.92,1621498269.299
56267,48.9,1621498269.319
56268,48.87,1621498269.339
56269,48.83,1621498269.359
56270,48.83,1621498269.379
56271,49.41,1621498269.3939998
56272,48.84,1621498269.3990002
56273,48.83,1621498269.4190001
56274,48.82,1621498269.4390001
56275,48.82,1621498269.459
56276,48.81,1621498269.479
56277,48.78,1621498269.499
56278,48.74,1621498269.519
56279,48.73,1621498269.539
56280,48.68,1621498269.559
56281,48.65,1621498269.579
56282,49.46,1621498269.5939999
56283,48.59,1621498269.599
56284,48.52,1621498269.619
56285,48.49,1621498269.6390002
56286,48.43,1621498269.6590002
56287,48.42,1621498269.6790001
56288,48.38,1621498269.6990001
56289,48.32,1621498269.719
56290,48.3,1621498269.739
56291,48.29,1621498269.759
56292,48.28,1621498269.779
56293,49.42,1621498269.794
56294,48.29,1621498269.799
56295,48.3,1621498269.819
56296,48.3,1621498269.839
56297,48.32,1621498269.859
56298,48.32,1621498269.879
56299,48.3,1621498269.8990002
56300,48.31,1621498269.9190001
56301,48.28,1621498269.9390001
56302,48.26,1621498269.959
56303,48.21,1621498269.979
56304,49.41,1621498269.994
56305,48.18,1621498269.999
56306,48.28,1621498270.119
56307,48.34,1621498270.1420002
56308,48.38,1621498270.1590002
56309,48.45,1621498270.1790001
56310,48.19,1621498270.1929998
56311,48.53,1621498270.1990001
56312,48.56,1621498270.219
56313,48.6,1621498270.239
56314,48.61,1621498270.259
56315,48.64,1621498270.279
56316,48.64,1621498270.299
56317,48.59,1621498270.319
56318,48.56,1621498270.339
56319,48.5,1621498270.359
56320,48.46,1621498270.379
56321,48.16,1621498270.3939998
56322,48.41,1621498270.3990002
56323,48.37,1621498270.4190001
56324,48.36,1621498270.4390001
56325,48.35,1621498270.459
56326,48.34,1621498270.479
56327,48.36,1621498270.499
56328,48.39,1621498270.519
56329,48.42,1621498270.539
56330,48.45,1621498270.559
56331,48.47,1621498270.579
56332,48.16,1621498270.593
56333,48.48,1621498270.599
56334,48.49,1621498270.619
56335,48.51,1621498270.6390002
56336,48.54,1621498270.6590002
56337,48.57,1621498270.6790001
56338,48.59,1621498270.6990001
56339,48.63,1621498270.719
56340,48.63,1621498270.739
56341,48.64,1621498270.7619998
56342,48.67,1621498270.779
56343,48.2,1621498270.793
56344,48.7,1621498270.799
56345,48.73,1621498270.819
56346,48.72,1621498270.839
56347,48.75,1621498270.859
56348,48.77,1621498270.879
56349,48.78,1621498270.8990002
56350,48.79,1621498270.9190001
56351,48.83,1621498270.9390001
56352,48.85,1621498270.959
56353,48.87,1621498270.979
56354,48.24,1621498270.993
56355,48.89,1621498270.999
56356,48.96,1621498271.121
56357,48.97,1621498271.1390002
56358,48.98,1621498271.1590002
56359,48.97,1621498271.1790001
56360,48.9,1621498271.1929998
56361,48.97,1621498271.1990001
56362,49.01,1621498271.219
56363,49.02,1621498271.239
56364,49.03,1621498271.259
56365,49.06,1621498271.279
56366,49.06,1621498271.299
56367,49.09,1621498271.319
56368,49.1,1621498271.339
56369,49.13,1621498271.359
56370,49.15,1621498271.379
56371,49.14,1621498271.3990002
56372,49.15,1621498271.4190001
56373,49.15,1621498271.4390001
56374,49.16,1621498271.459
56375,48.92,1621498271.461
56376,49.18,1621498271.479
56377,49.2,1621498271.5
56378,49.2,1621498271.519
56379,49.23,1621498271.539
56380,49.25,1621498271.559
56381,49.27,1621498271.579
56382,49.3,1621498271.599
56383,49.32,1621498271.619
56384,48.93,1621498271.631
56385,49.37,1621498271.642
56386,49.39,1621498271.66
56387,49.41,1621498271.6790001
56388,49.44,1621498271.7020001
56389,49.44,1621498271.719
56390,49.46,1621498271.739
56391,49.49,1621498271.759
56392,49.53,1621498271.779
56393,48.95,1621498271.792
56394,49.51,1621498271.799
56395,49.53,1621498271.819
56396,49.54,1621498271.839
56397,49.55,1621498271.859
56398,49.57,1621498271.879
56399,49.56,1621498271.8990002
56400,49.6,1621498271.9190001
56401,49.6,1621498271.9390001
56402,49.58,1621498271.959
56403,49.58,1621498271.979
56404,48.94,1621498271.992
56405,49.57,1621498271.999
56406,49.61,1621498272.119
56407,49.63,1621498272.1390002
56408,49.65,1621498272.1590002
56409,49.66,1621498272.1790001
56410,49.58,1621498272.192
56411,49.68,1621498272.1990001
56412,49.68,1621498272.219
56413,49.7,1621498272.239
56414,49.7,1621498272.259
56415,49.68,1621498272.279
56416,49.69,1621498272.299
56417,49.73,1621498272.319
56418,49.73,1621498272.339
56419,49.73,1621498272.359
56420,49.74,1621498272.379
56421,49.6,1621498272.391
56422,49.75,1621498272.3990002
56423,49.75,1621498272.4190001
56424,49.76,1621498272.4390001
56425,49.77,1621498272.459
56426,49.8,1621498272.479
56427,49.79,1621498272.499
56428,49.8,1621498272.519
56429,49.79,1621498272.539
56430,49.8,1621498272.559
56431,49.81,1621498272.579
56432,49.6,1621498272.591
56433,49.84,1621498272.599
56434,49.82,1621498272.619
56435,49.82,1621498272.6390002
56436,49.84,1621498272.6590002
56437,49.83,1621498272.6790001
56438,49.8,1621498272.6990001
56439,49.83,1621498272.719
56440,49.84,1621498272.739
56441,49.83,1621498272.759
56442,49.85,1621498272.779
56443,49.59,1621498272.7910001
56444,49.84,1621498272.799
56445,49.84,1621498272.819
56446,49.84,1621498272.839
56447,49.84,1621498272.859
56448,49.89,1621498272.879
56449,49.88,1621498272.8990002
56450,49.88,1621498272.9190001
56451,49.89,1621498272.9390001
56452,49.87,1621498272.959
56453,49.88,1621498272.979
56454,49.61,1621498272.9910002
56455,49.91,1621498272.999
56456,49.94,1621498273.119
56457,49.96,1621498273.1390002
56458,49.98,1621498273.1590002
56459,49.96,1621498273.181
56460,49.91,1621498273.19
56461,49.99,1621498273.1990001
56462,49.98,1621498273.219
56463,49.99,1621498273.239
56464,50.01,1621498273.259
56465,50.05,1621498273.279
56466,50.06,1621498273.299
56467,50.07,1621498273.319
56468,50.11,1621498273.339
56469,50.13,1621498273.359
56470,50.15,1621498273.379
56471,49.91,1621498273.39
56472,50.18,1621498273.3990002
56473,50.2,1621498273.4190001
56474,50.21,1621498273.4390001
56475,50.2,1621498273.461
56476,50.21,1621498273.479
56477,50.22,1621498273.499
56478,50.22,1621498273.519
56479,50.24,1621498273.539
56480,50.27,1621498273.559
56481,50.28,1621498273.579
56482,50.29,1621498273.599
56483,50.29,1621498273.619
56484,49.93,1621498273.629
56485,50.32,1621498273.6390002
56486,50.34,1621498273.6590002
56487,50.36,1621498273.6790001
56488,50.41,1621498273.6990001
56489,50.41,1621498273.719
56490,50.46,1621498273.739
56491,50.47,1621498273.759
56492,50.51,1621498273.7779999
56493,49.92,1621498273.7900002
56494,50.54,1621498273.799
56495,50.59,1621498273.819
56496,50.61,1621498273.839
56497,50.63,1621498273.859
56498,50.67,1621498273.879
56499,50.69,1621498273.8979998
56500,50.7,1621498273.9190001
56501,50.73,1621498273.9390001
56502,50.76,1621498273.959
56503,50.75,1621498273.978
56504,49.94,1621498273.99
56505,50.77,1621498273.999
56506,50.72,1621498274.1009998
56507,50.71,1621498274.118
56508,50.71,1621498274.1379998
56509,50.72,1621498274.1590002
56510,50.7,1621498274.178
56511,50.77,1621498274.19
56512,50.7,1621498274.1980002
56513,50.72,1621498274.218
56514,50.72,1621498274.239
56515,50.72,1621498274.259
56516,50.71,1621498274.278
56517,50.7,1621498274.2979999
56518,50.68,1621498274.319
56519,50.69,1621498274.339
56520,50.7,1621498274.359
56521,50.7,1621498274.379
56522,50.7,1621498274.3980002
56523,50.72,1621498274.407
56524,50.73,1621498274.418
56525,50.73,1621498274.4380002
56526,50.76,1621498274.459
56527,50.78,1621498274.479
56528,50.79,1621498274.498
56529,50.79,1621498274.519
56530,50.8,1621498274.5379999
56531,50.81,1621498274.558
56532,50.8,1621498274.5779998
56533,50.71,1621498274.591
56534,50.81,1621498274.598
56535,50.83,1621498274.6179998
56536,50.82,1621498274.6390002
56537,50.82,1621498274.6579998
56538,50.82,1621498274.6780002
56539,50.82,1621498274.698
56540,50.82,1621498274.7180002
56541,50.83,1621498274.738
56542,50.86,1621498274.7580001
56543,50.86,1621498274.7779999
56544,50.86,1621498274.798
56545,50.71,1621498274.809
56546,50.88,1621498274.8179998
56547,50.86,1621498274.838
56548,50.87,1621498274.859
56549,50.89,1621498274.878
56550,50.91,1621498274.8979998
56551,50.92,1621498274.9180002
56552,50.91,1621498274.9390001
56553,50.91,1621498274.9580002
56554,50.91,1621498274.978
56555,50.92,1621498274.9980001
56556,50.95,1621498275.118
56557,50.95,1621498275.14
56558,50.98,1621498275.1580002
56559,50.98,1621498275.178
56560,50.93,1621498275.189
56561,50.98,1621498275.1980002
56562,50.98,1621498275.219
56563,50.97,1621498275.2380002
56564,50.96,1621498275.258
56565,50.97,1621498275.278
56566,50.98,1621498275.2979999
56567,50.98,1621498275.318
56568,51.0,1621498275.3379998
56569,50.99,1621498275.358
56570,50.99,1621498275.3779998
56571,50.95,1621498275.389
56572,50.99,1621498275.3980002
56573,51.0,1621498275.418
56574,51.02,1621498275.4380002
56575,51.0,1621498275.458
56576,50.99,1621498275.4780002
56577,50.99,1621498275.498
56578,50.98,1621498275.5180001
56579,50.97,1621498275.5379999
56580,51.0,1621498275.558
56581,50.98,1621498275.5779998
56582,50.94,1621498275.588
56583,50.98,1621498275.598
56584,51.0,1621498275.6179998
56585,50.99,1621498275.638
56586,51.0,1621498275.6579998
56587,51.01,1621498275.6780002
56588,51.03,1621498275.698
56589,50.97,1621498275.7180002
56590,50.95,1621498275.738
56591,50.93,1621498275.7580001
56592,50.93,1621498275.7779999
56593,50.96,1621498275.789
56594,50.92,1621498275.798
56595,50.91,1621498275.8179998
56596,50.91,1621498275.838
56597,50.88,1621498275.8579998
56598,50.85,1621498275.878
56599,50.81,1621498275.8979998
56600,50.78,1621498275.9180002
56601,50.74,1621498275.938
56602,50.72,1621498275.9580002
56603,50.71,1621498275.978
56604,50.96,1621498275.988
56605,50.67,1621498275.9980001
